user_id,session_id,event_time,event_name,country,source,device,plan_type,revenue
U01709,U01709_S2,2026-01-11 04:40:00,onboarding_completed,Indonesia,referral,mobile,free,0
U01435,U01435_S1,2026-01-20 00:46:00,signup,US,organic,mobile,free,0
U00626,U00626_S1,2026-01-15 01:50:00,email_verified,UK,ads,mobile,free,0
U02517,U02517_S3,2026-01-01 03:12:00,onboarding_started,US,referral,tablet,free,0
U01956,U01956_S2,2026-01-20 01:47:00,email_verified,Australia,referral,mobile,free,0
U01646,U01646_S1,2026-01-28 03:02:00,email_verified,India,referral,desktop,free,0
U01984,U01984_S2,2026-01-30 03:31:00,email_verified,,referral,mobile,free,0
U00710,U00710_S3,2026-01-27 03:27:00,trial_started,Indonesia,social,desktop,free,0
U01102,U01102_S1,2026-01-25 00:45:00,email_verified,Australia,ads,mobile,free,0
U00234,U00234_S2,2026-01-29 02:13:00,onboarding_completed,France,organic,mobile,free,0
U01996,U01996_S3,2026-01-07 04:52:00,onboarding_started,Indonesia,referral,mobile,free,0
U01955,U01955_S2,2026-01-02 03:07:00,trial_started,Australia,ads,desktop,free,0
U02531,U02531_S1,2026-01-13 01:40:00,signup,Indonesia,ads,desktop,free,0
U00195,U00195_S1,2026-01-22 00:48:00,email_verified,UK,ads,desktop,free,0
U01329,U01329_S2,2026-01-17 03:53:00,onboarding_started,Indonesia,organic,mobile,free,0
U01583,U01583_S1,2026-01-08 00:08:00,signup,China,referral,mobile,free,0
U02198,U02198_S1,2026-01-08 01:35:00,signup,India,organic,mobile,free,0
U00897,U00897_S2,2026-01-23 00:27:00,signup,UK,organic,desktop,free,0
U01797,U01797_S2,2026-01-14 03:10:00,onboarding_started,Indonesia,organic,desktop,free,0
U01030,U01030_S2,2026-01-19 01:50:00,email_verified,India,ads,mobile,free,0
U02781,U02781_S2,2026-01-14 04:19:00,onboarding_completed,US,ads,mobile,free,0
U02477,U02477_S1,2026-01-18 00:11:00,signup,US,ads,mobile,free,0
U00106,U00106_S1,2026-01-09 03:06:00,email_verified,US,ads,mobile,free,0
U01766,U01766_S2,2026-01-11 01:23:00,sign_up,UK,social,desktop,free,0
U01323,U01323_S2,2026-01-14 01:57:00,signup,India,ads,mobile,free,0
U01984,U01984_S3,2026-01-30 05:55:00,trial_started,,referral,mobile,free,0
U02385,U02385_S2,2026-01-18 03:22:00,onboarding_completed,UK,ads,mobile,free,0
U01950,U01950_S3,2026-01-28 03:57:00,onboarding_completed,France,referral,mobile,free,0
U02466,U02466_S1,2026-01-05 02:36:00,onboarding_started,US,ads,mobile,free,0
U02833,U02833_S1,2026-01-28 03:57:00,onboarding_completed,US,referral,desktop,free,0
U00403,U00403_S1,2026-01-15 01:23:00,signup,China,social,mobile,free,0
U00490,U00490_S3,2026-01-20 02:20:00,onboarding_started,India,ads,desktop,free,0
U01686,U01686_S1,2026-01-28 01:56:00,email_verified,India,ads,desktop,free,0
U01047,U01047_S2,2026-01-02 01:56:00,signup,US,ads,desktop,free,0
U01336,U01336_S1,2026-01-22 01:18:00,signup,Indonesia,organic,mobile,free,0
U01966,U01966_S1,2026-01-23 02:38:00,email_verified,China,ads,mobile,free,0
U01303,U01303_S3,2026-01-01 03:54:00,onboarding_completed,US,referral,mobile,free,0
U01892,U01892_S1,2026-01-17 04:20:00,onboarding_started,France,organic,mobile,free,0
U01473,U01473_S1,2026-01-01 02:47:00,signup,India,ads,,free,0
U02323,U02323_S1,2026-01-15 02:13:00,email_verified,Indonesia,ads,,free,0
U01335,U01335_S1,2026-01-04 01:15:00,signup,Australia,ads,mobile,free,0
U00825,U00825_S2,2026-01-02 02:02:00,onboarding_started,China,ads,mobile,free,0
U01580,U01580_S2,2026-01-18 02:03:00,email_verified,China,ads,desktop,free,0
U00393,U00393_S1,2026-01-28 01:12:00,signup,UK,referral,desktop,free,0
U01897,U01897_S2,2026-01-30 01:33:00,email_verified,Indonesia,organic,desktop,free,0
U00813,U00813_S1,2026-01-09 00:57:00,email_verified,US,ads,mobile,free,0
U01859,U01859_S4,2026-01-02 03:36:00,trial_started,India,social,mobile,free,0
U02092,U02092_S2,2026-01-07 01:13:00,email_verified,Australia,organic,mobile,free,0
U01307,U01307_S2,2026-01-24 00:49:00,signup,Indonesia,ads,desktop,free,0
U01412,U01412_S3,2026-01-24 02:14:00,onboarding_started,US,organic,mobile,free,0
U01248,U01248_S1,2026-01-08 01:05:00,signup,US,organic,desktop,free,0
U02448,U02448_S1,2026-01-05 03:00:00,email_verified,US,ads,desktop,free,0
U00219,U00219_S2,2026-01-15 03:17:00,email_verified,Indonesia,referral,mobile,free,0
U02961,U02961_S3,2026-01-07 04:39:00,onboarding_started,US,ads,mobile,free,0
U00040,U00040_S1,2026-01-30 00:10:00,signup,France,ads,desktop,free,0
U02260,U02260_S3,2026-01-29 02:48:00,email_verified,France,referral,desktop,free,0
U00385,U00385_S2,2026-01-03 03:24:00,onboarding_completed,Indonesia,organic,mobile,free,0
U02000,U02000_S1,2026-01-14 02:47:00,onboarding_started,UK,ads,mobile,free,0
U02333,U02333_S1,2026-01-05 01:33:00,email_verified,Indonesia,organic,desktop,free,0
U00139,U00139_S1,2026-01-09 02:12:00,signup,UK,ads,desktop,free,0
U02741,U02741_S1,2026-01-10 02:59:00,email_verified,UK,referral,mobile,free,0
U02271,U02271_S1,2026-01-04 03:17:00,onboarding_completed,US,organic,mobile,free,0
U00011,U00011_S2,2026-01-23 02:28:00,signup,US,ads,desktop,free,0
U02096,U02096_S1,2026-01-24 04:09:00,onboarding_started,India,ads,desktop,free,0
U02926,U02926_S1,2026-01-07 00:31:00,signup,Australia,referral,mobile,free,0
U00644,U00644_S2,2026-01-23 00:14:00,signup,UK,ads,desktop,free,0
U01313,U01313_S1,2026-01-23 00:49:00,signup,China,organic,mobile,free,0
U01318,U01318_S3,2026-01-24 08:04:00,purchase,Indonesia,organic,desktop,basic,30
U01775,U01775_S2,2026-01-26 03:58:00,onboarding_started,India,ads,mobile,free,0
U00046,U00046_S2,2026-01-26 01:32:00,signup,Indonesia,referral,desktop,free,0
U00130,U00130_S4,2026-01-20 05:22:00,onboarding_completed,China,referral,mobile,free,0
U02203,U02203_S1,2026-01-30 01:35:00,signup,France,ads,desktop,free,0
U02022,U02022_S1,2026-01-11 01:01:00,signup,China,ads,desktop,free,0
U02331,U02331_S2,2026-01-23 03:22:00,onboarding_started,UK,ads,desktop,free,0
U02035,U02035_S2,2026-01-13 04:23:00,onboarding_started,Indonesia,organic,desktop,free,0
U00626,U00626_S1,2026-01-15 01:04:00,email_verified,UK,ads,mobile,free,0
U00119,U00119_S1,2026-01-04 03:44:00,onboarding_started,India,ads,mobile,free,0
U02324,U02324_S2,2026-01-30 00:29:00,signup,UK,social,mobile,free,0
U02669,U02669_S1,2026-01-05 01:26:00,signup,Indonesia,organic,mobile,free,0
U02055,U02055_S1,2026-01-30 02:09:00,signup,India,ads,desktop,free,0
U02715,U02715_S1,2026-01-18 01:24:00,onboarding_started,US,ads,desktop,free,0
U02681,U02681_S1,2026-01-22 02:35:00,onboarding_completed,UK,ads,mobile,free,0
U02378,U02378_S1,2026-01-21 00:50:00,signup,India,ads,mobile,free,0
U02613,U02613_S1,2026-01-24 01:40:00,signup,US,referral,tablet,free,0
U02158,U02158_S3,2026-01-23 03:19:00,email_verified,UK,referral,mobile,free,0
U02280,U02280_S1,2026-01-02 03:28:00,email_verified,US,ads,mobile,free,0
U01150,U01150_S1,2026-01-03 01:42:00,email_verified,India,referral,desktop,free,0
U00320,U00320_S2,2026-01-21 03:20:00,onboarding_completed,UK,referral,mobile,free,0
U00579,U00579_S2,2026-01-14 02:45:00,onboarding_completed,France,referral,mobile,free,0
U00719,U00719_S2,2026-01-10 01:47:00,signup,US,ads,mobile,free,0
U02414,U02414_S1,2026-01-18 00:27:00,signup,US,organic,mobile,free,0
U01664,U01664_S1,2026-01-14 01:25:00,signup,France,referral,mobile,free,0
U01510,U01510_S1,2026-01-16 03:41:00,onboarding_started,India,social,desktop,free,0
U00245,U00245_S2,2026-01-05 01:05:00,signup,US,referral,desktop,free,0
U00228,U00228_S2,2026-01-25 04:45:00,onboarding_completed,UK,ads,tablet,free,0
U02602,U02602_S2,2026-01-09 04:56:00,onboarding_completed,US,ads,desktop,free,0
U02421,U02421_S2,2026-01-05 01:30:00,email_verified,Indnesia,organic,mobile,free,0
U01362,U01362_S1,2026-01-20 02:17:00,email_verified,US,ads,mobile,free,0
U01874,U01874_S1,2026-01-30 00:34:00,signup,India,ads,desktop,free,0
U01041,U01041_S1,2026-01-29 01:11:00,signup,China,referral,desktop,free,0
U02424,U02424_S2,2026-01-06 00:25:00,signup,France,ads,mobile,free,0
U00794,U00794_S1,2026-01-17 04:47:00,onboarding_completed,Indonesia,referral,mobile,free,0
U00981,U00981_S4,2026-01-25 04:39:00,onboarding_started,UK,referral,mobile,free,0
U02596,U02596_S2,2026-01-30 04:42:00,onboarding_completed,India,ads,mobile,free,0
U01057,U01057_S1,2026-01-22 00:19:00,signup,India,referral,desktop,free,0
U02508,U02508_S1,2026-01-06 00:12:00,signup,France,ads,mobile,free,0
U00897,U00897_S2,2026-01-23 01:10:00,email_verified,UK,organic,desktop,free,0
U02936,U02936_S1,2026-01-17 01:11:00,signup,US,referral,desktop,free,0
U00094,U00094_S2,2026-01-07 04:23:00,onboarding_started,China,referral,mobile,free,0
U02014,U02014_S2,2026-01-22 05:15:00,onboarding_started,US,ads,mobile,free,0
U00159,U00159_S1,2026-01-13 00:47:00,signup,US,referral,mobile,free,0
U02154,U02154_S1,2026-01-29 01:10:00,signup,India,referral,desktop,free,0
U02475,U02475_S3,2026-01-24 03:59:00,onboarding_completed,China,organic,desktop,free,0
U01108,U01108_S1,2026-01-12 01:27:00,signup,India,organic,mobile,free,0
U02655,U02655_S1,2026-01-06 02:43:00,email_verified,India,organic,Mobile,free,0
U02335,U02335_S1,2026-01-27 02:54:00,onboarding_started,US,social,desktop,free,0
U02473,U02473_S2,2026-01-29 05:09:00,trial_started,Australia,organic,mobile,free,0
U00418,U00418_S1,2026-01-19 06:16:00,trial_started,UK,ads,desktop,free,0
U01244,U01244_S1,2026-01-26 01:23:00,signup,India,ads,mobile,free,0
U02583,U02583_S1,2026-01-29 03:14:00,email_verified,China,referral,desktop,free,0
U00794,U00794_S1,2026-01-17 03:59:00,onboarding_started,Indonesia,referral,mobile,free,0
U02621,U02621_S1,2026-01-15 02:36:00,onboarding_started,India,organic,,free,0
U02550,U02550_S1,2026-01-06 02:46:00,onboarding_started,US,organic,,free,0
U01894,U01894_S2,2026-01-27 04:43:00,onboarding_completed,US,ads,mobile,free,0
U00772,U00772_S1,2026-01-30 01:36:00,signup,India,social,desktop,free,0
U00604,U00604_S1,2026-01-27 02:36:00,email_verified,US,ads,desktop,free,0
U02141,U02141_S2,2026-01-13 02:07:00,email_verified,India,ads,mobile,free,0
U01604,U01604_S1,2026-01-02 01:35:00,signup,UK,ads,desktop,free,0
U00592,U00592_S1,2026-01-22 01:11:00,signup,Indonesia,organic,mobile,free,0
U02849,U02849_S2,2026-01-17 05:57:00,trial_started,China,ads,mobile,free,0
U02003,U02003_S1,2026-01-19 01:08:00,signup,Australia,referral,mobile,free,0
U00640,U00640_S2,2026-01-19 04:57:00,onboarding_started,UK,ads,mobile,free,0
U01481,U01481_S1,2026-01-02 02:13:00,email_verified,India,organic,mobile,free,0
U01664,U01664_S2,2026-01-14 03:54:00,onboarding_started,France,referral,mobile,free,0
U01003,U01003_S1,2026-01-27 03:00:00,onboarding_started,India,referral,desktop,free,0
U02185,U02185_S2,2026-01-21 02:15:00,email_verified,Indonesia,referral,mobile,free,0
U02039,U02039_S2,2026-01-03 01:12:00,signup,US,referral,mobile,free,0
U01641,U01641_S2,2026-01-24 01:22:00,signup,China,social,mobile,free,0
U02637,U02637_S3,2026-01-01 03:46:00,onboarding_started,Australia,ads,desktop,free,0
U01816,U01816_S3,2026-01-24 05:21:00,onboarding_completed,Australia,social,mobile,free,0
U02943,U02943_S1,2026-01-09 04:00:00,onboarding_completed,UK,organic,desktop,free,0
U02096,U02096_S1,2026-01-24 01:55:00,signup,India,ads,desktop,free,0
U00874,U00874_S1,2026-01-05 02:03:00,onboarding_started,France,referral,mobile,free,0
U00885,U00885_S1,2026-01-21 02:48:00,email_verified,India,referral,desktop,free,0
U00114,U00114_S2,2026-01-07 03:02:00,email_verified,India,organic,mobile,free,0
U00378,U00378_S1,2026-01-14 03:59:00,onboarding_completed,US,organic,desktop,free,0
U00663,U00663_S1,2026-01-12 02:45:00,onboarding_started,Indonesia,organic,mobile,free,0
U00744,U00744_S3,2026-01-16 04:55:00,trial_started,China,organic,desktop,free,0
U00796,U00796_S2,2026-01-28 03:45:15,onboarding_started,India,ads,mobile,free,0
U02196,U02196_S1,2026-01-01 02:33:00,email_verified,France,referral,mobile,free,0
U01815,U01815_S3,2026-01-25 05:18:00,onboarding_completed,US,referral,mobile,free,0
U02606,U02606_S1,2026-01-16 01:44:00,signup,China,ads,mobile,free,0
U02915,U02915_S2,2026-01-27 01:43:00,email_verified,US,ads,mobile,free,0
U01815,U01815_S3,2026-01-25 06:12:00,onboarding_completed,US,referral,mobile,free,0
U00993,U00993_S1,2026-01-23 00:06:00,signup,UK,referral,mobile,free,0
U02567,U02567_S2,2026-01-14 02:04:00,email_verified,US,ads,desktop,free,0
U02299,U02299_S1,2026-01-24 06:05:00,trial_started,US,ads,mobile,free,0
U01192,U01192_S3,2026-01-19 04:41:00,trial_started,China,referral,mobile,free,0
U02480,U02480_S1,2026-01-25 01:20:00,email_verified,India,ads,tablet,free,0
U00950,U00950_S2,2026-01-13 03:51:00,onboarding_completed,China,ads,mobile,free,0
U00208,U00208_S3,2026-01-29 02:05:00,email_verified,Indonesia,referral,mobile,free,0
U01592,U01592_S1,2026-01-28 04:11:00,onboarding_started,Australia,ads,desktop,free,0
U00553,U00553_S1,2026-01-04 00:52:00,signup,China,ads,mobile,free,0
U00153,U00153_S1,2026-01-30 03:13:00,onboarding_completed,US,referral,mobile,free,0
U02275,U02275_S2,2026-01-13 03:29:00,onboarding_started,Australia,ads,mobile,free,0
U00855,U00855_S1,2026-01-28 01:50:00,email_verified,US,ads,mobile,free,0
U02276,U02276_S2,2026-01-19 02:46:00,onboarding_started,Indonesia,ads,desktop,free,0
U02913,U02913_S4,2026-01-10 06:28:00,trial_started,Indonesia,referral,desktop,free,0
U01529,U01529_S2,2026-01-30 01:11:00,signup,India,ads,desktop,free,0
U01253,U01253_S1,2026-01-27 02:10:00,signup,US,ads,mobile,free,0
U02078,U02078_S2,2026-01-27 00:48:00,signup,France,ads,mobile,free,0
U01169,U01169_S2,2026-01-26 00:45:00,signup,US,ads,mobile,free,0
U02613,U02613_S2,2026-01-24 02:58:00,email_verified,US,referral,tablet,free,0
U02967,U02967_S2,2026-01-09 01:12:00,onboarding_started,Indonesia,social,mobile,free,0
U02347,U02347_S2,2026-01-14 00:17:00,signup,Indonesia,organic,desktop,free,0
U00940,U00940_S1,2026-01-21 04:39:00,onboarding_started,China,ads,mobile,free,0
U02690,U02690_S1,2026-01-30 01:54:00,signup,France,ads,mobile,free,0
U01864,U01864_S2,2026-01-02 01:17:00,signup,China,ads,desktop,free,0
U00337,U00337_S1,2026-01-06 01:28:00,signup,India,social,mobile,free,0
U02901,U02901_S2,2026-01-05 04:11:00,onboarding_completed,US,ads,mobile,free,0
U02054,U02054_S2,2026-01-13 01:18:00,signup,Australia,organic,desktop,free,0
U01732,U01732_S2,2026-01-29 02:51:00,onboarding_started,Indonesia,organic,mobile,free,0
U01661,U01661_S1,2026-01-10 01:38:00,signup,Indonesia,ads,mobile,free,0
U00658,U00658_S1,2026-01-26 01:27:00,signup,UK,ads,mobile,free,0
U01917,U01917_S2,2026-01-13 02:59:00,email_verified,India,ads,desktop,free,0
U00677,U00677_S2,2026-01-02 00:21:00,signup,US,organic,desktop,free,0
U01259,U01259_S1,2026-01-12 06:29:00,onboarding_completed,US,ads,desktop,free,0
U02053,U02053_S3,2026-01-24 03:46:00,onboarding_completed,US,organic,tablet,free,0
U02380,U02380_S2,2026-01-26 00:22:00,signup,India,ads,mobile,free,0
U01549,U01549_S1,2026-01-07 01:43:00,signup,US,ads,desktop,free,0
U00595,U00595_S1,2026-01-09 01:28:00,signup,India,ads,desktop,free,0
U01068,U01068_S2,2026-01-09 01:00:00,sign_up,US,social,mobile,free,0
U01595,U01595_S2,2026-01-13 01:09:00,signup,Indonesia,ads,mobile,free,0
U02958,U02958_S2,2026-01-02 00:28:00,signup,India,ads,desktop,free,0
U02629,U02629_S3,2026-01-17 03:24:00,email_verified,France,ads,mobile,free,0
U00601,U00601_S2,2026-01-09 04:38:00,onboarding_started,US,organic,mobile,free,0
U02901,U02901_S2,2026-01-05 01:40:00,signup,US,ads,mobile,free,0
U00642,U00642_S3,2026-01-02 02:32:00,onboarding_started,UK,social,desktop,free,0
U00315,U00315_S1,2026-01-15 02:31:00,email_verified,India,ads,mobile,free,0
U01276,U01276_S3,2026-01-19 02:59:00,onboarding_started,US,ads,desktop,free,0
U01899,U01899_S4,2026-01-07 03:41:00,onboarding_completed,UK,organic,mobile,free,0
U01831,U01831_S1,2026-01-18 01:39:00,email_verified,Australia,referral,mobile,free,0
U02899,U02899_S2,2026-01-10 03:40:00,onboarding_started,France,social,mobile,free,0
U00722,U00722_S1,2026-01-14 04:54:00,onboarding_completed,US,referral,mobile,free,0
U00200,U00200_S2,2026-01-06 00:25:00,signup,India,ads,mobile,free,0
U02693,U02693_S1,2026-01-27 00:46:00,signup,US,ads,,free,0
U01357,U01357_S3,2026-01-04 04:31:00,onboarding_started,Australia,ads,tablet,free,0
U01954,U01954_S1,2026-01-10 03:29:00,email_verified,Indonesia,ads,mobile,free,0
U00756,U00756_S2,2026-01-09 00:22:00,signup,India,organic,mobile,free,0
U00058,U00058_S1,2026-01-28 01:03:00,email_verified,US,organic,mobile,free,0
U01127,U01127_S1,2026-01-27 01:17:00,signup,US,ads,,free,0
U00923,U00923_S2,2026-01-30 03:08:00,email_verified,India,referral,mobile,free,0
U01103,U01103_S1,2026-01-06 01:17:00,sign_up,India,ads,tablet,free,0
U01591,U01591_S2,2026-01-30 00:29:00,email_verified,Indonesia,ads,mobile,free,0
U01347,U01347_S2,2026-01-20 01:53:09,signup,UK,referral,mobile,free,0
U00687,U00687_S2,2026-01-21 05:40:00,onboarding_completed,China,social,mobile,free,0
U00212,U00212_S1,2026-01-12 03:28:00,onboarding_started,Indonesia,ads,mobile,free,0
U00770,U00770_S2,2026-01-10 01:30:00,signup,India,organic,mobile,free,0
U02384,U02384_S2,2026-01-01 02:01:00,email_verified,France,organic,desktop,free,0
U02208,U02208_S3,2026-01-20 03:45:00,onboarding_started,India,ads,mobile,free,0
U02015,U02015_S1,2026-01-21 04:34:00,trial_started,China,organic,desktop,free,0
U01403,U01403_S1,2026-01-13 02:04:00,email_verified,US,ads,mobile,free,0
U00615,U00615_S2,2026-01-04 04:22:00,onboarding_completed,India,ads,mobile,free,0
U01781,U01781_S1,2026-01-07 03:16:00,onboarding_started,US,organic,mobile,free,0
U01257,U01257_S1,2026-01-09 01:00:00,sign_up,US,social,mobile,free,0
U01085,U01085_S2,2026-01-18 03:05:00,onboarding_started,Australia,ads,desktop,free,0
U02811,U02811_S2,2026-01-02 00:14:00,signup,US,organic,mobile,free,0
U00642,U00642_S2,2026-01-02 01:32:00,email_verified,UK,social,desktop,free,0
U02156,U02156_S3,2026-01-28 04:21:00,onboarding_started,US,ads,mobile,free,0
U00658,U00658_S2,2026-01-26 01:55:00,email_verified,UK,ads,mobile,free,0
U00208,U00208_S2,2026-01-29 00:10:00,signup,Indonesia,referral,mobile,free,0
U02178,U02178_S3,2026-01-24 03:52:00,onboarding_completed,Indonesia,organic,desktop,free,0
U00335,U00335_S2,2026-01-05 01:26:00,signup,US,referral,mobile,free,0
U02429,U02429_S2,2026-01-05 02:01:00,email_verified,UK,ads,mobile,free,0
U02153,U02153_S2,2026-01-08 03:52:00,onboarding_started,Indonesia,social,mobile,free,0
U02647,U02647_S2,2026-01-13 06:07:00,purchase,Australia,organic,mobile,basic,30
U00565,U00565_S2,2026-01-08 00:41:00,signup,UK,ads,mobile,free,0
U00409,U00409_S2,2026-01-27 01:55:00,signup,Indnesia,ads,mobile,free,0
U01386,U01386_S3,2026-01-10 01:24:00,email_verified,UK,ads,mobile,free,0
U01832,U01832_S1,2026-01-17 01:50:00,email_verified,USA,referral,mobile,free,0
U00162,U00162_S1,2026-01-15 00:43:00,signup,Indonesia,organic,mobile,free,0
